ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,LGR_Conformance,Comment,Alt_Transcription,Concept_ID,Form_ID
127-ChauxduMilieu,ChauxduMilieu,sɛ̆ ɔ̃ pu lʲe̞ːʁ,,,(Je) sais un peu lire,,,,sĕ̀ ò̃ pʋ l̮ēṙ,Gauchat-1925-480-343_jesais Gauchat-1925-480-344_unpeu Gauchat-1925-480-345_lire,ChauxduMilieu-Gauchat-1925-480-343_jesais-1 ChauxduMilieu-Gauchat-1925-480-344_unpeu-1 ChauxduMilieu-Gauchat-1925-480-345_lire-1
127-CerneuxPequignot,CerneuxPequignot,sa̠ːvu͉ ĩ pŭ le̞ːr,,,(Je) sais un peu lire,,,,sāvʋ̱ ĩ pʋ̆ lēr,Gauchat-1925-480-343_jesais Gauchat-1925-480-344_unpeu Gauchat-1925-480-345_lire,CerneuxPequignot-Gauchat-1925-480-343_jesais-1 CerneuxPequignot-Gauchat-1925-480-344_unpeu-1 CerneuxPequignot-Gauchat-1925-480-345_lire-1
127-Lamboing,Lamboing,se ɔ̃ pø jɪːr,,,(Je) sais un peu lire,,,,sé ò̃ pœ́ yī̀r,Gauchat-1925-480-343_jesais Gauchat-1925-480-344_unpeu Gauchat-1925-480-345_lire,Lamboing-Gauchat-1925-480-343_jesais-1 Lamboing-Gauchat-1925-480-344_unpeu-1 Lamboing-Gauchat-1925-480-345_lire-1
127-Orvin,Orvin,sæ ɛ̃ pa̠u dʲiːrə͉,,,(Je) sais un peu lire,,,,saͤ è̃ paʋ d̮īrė̱,Gauchat-1925-480-343_jesais Gauchat-1925-480-344_unpeu Gauchat-1925-480-345_lire,Orvin-Gauchat-1925-480-343_jesais-1 Orvin-Gauchat-1925-480-344_unpeu-1 Orvin-Gauchat-1925-480-345_lire-1
127-Plagne,Plagne,sa̠ ã̠ẽ̞ĩ͉ pa̠ːɛ͉ jøːr,,,(Je) sais un peu lire,,,,sa ãẽĩ̱ pāè̱ yœ̄́r,Gauchat-1925-480-343_jesais Gauchat-1925-480-344_unpeu Gauchat-1925-480-345_lire,Plagne-Gauchat-1925-480-343_jesais-1 Plagne-Gauchat-1925-480-344_unpeu-1 Plagne-Gauchat-1925-480-345_lire-1
127-Sombeval,Sombeval,sɛ ɛ̃ po jø̞r,,,(Je) sais un peu lire,,,,sè è̃ pó yœr,Gauchat-1925-480-343_jesais Gauchat-1925-480-344_unpeu Gauchat-1925-480-345_lire,Sombeval-Gauchat-1925-480-343_jesais-1 Sombeval-Gauchat-1925-480-344_unpeu-1 Sombeval-Gauchat-1925-480-345_lire-1
127-Court,Court,să̠ ɛ̃ po jøːr,,,(Je) sais un peu lire,,,,să è̃ pó yœ̄́r,Gauchat-1925-480-343_jesais Gauchat-1925-480-344_unpeu Gauchat-1925-480-345_lire,Court-Gauchat-1925-480-343_jesais-1 Court-Gauchat-1925-480-344_unpeu-1 Court-Gauchat-1925-480-345_lire-1
127-Vermes,Vermes,sɛ ĩ po̞ jø̞ːr,,,(Je) sais un peu lire,,,,sè ĩ po yœ̄r,Gauchat-1925-480-343_jesais Gauchat-1925-480-344_unpeu Gauchat-1925-480-345_lire,Vermes-Gauchat-1925-480-343_jesais-1 Vermes-Gauchat-1925-480-344_unpeu-1 Vermes-Gauchat-1925-480-345_lire-1
127-Longirod,Longirod,se̞ː na̠ mi lʲe̞ːrə͉,,,(Je) sais un peu lire,,,,sē na mi l̮ērė̱,Gauchat-1925-480-343_jesais Gauchat-1925-480-344_unpeu Gauchat-1925-480-345_lire,Longirod-Gauchat-1925-480-343_jesais-1 Longirod-Gauchat-1925-480-344_unpeu-1 Longirod-Gauchat-1925-480-345_lire-1
127-Develier,Develier,sæː ɪ̃ pŏ̞ jø̞ːr,,,(Je) sais un peu lire,,,,saͤ̄ ì̃ pō yœ̄r,Gauchat-1925-480-343_jesais Gauchat-1925-480-344_unpeu Gauchat-1925-480-345_lire,Develier-Gauchat-1925-480-343_jesais-1 Develier-Gauchat-1925-480-344_unpeu-1 Develier-Gauchat-1925-480-345_lire-1
127-Cerlatez,Cerlatez,sæː ĩ pŏ̞ jër,,,(Je) sais un peu lire,,,,saͤ̄ ĩ pō yër,Gauchat-1925-480-343_jesais Gauchat-1925-480-344_unpeu Gauchat-1925-480-345_lire,Cerlatez-Gauchat-1925-480-343_jesais-1 Cerlatez-Gauchat-1925-480-344_unpeu-1 Cerlatez-Gauchat-1925-480-345_lire-1
127-Courtedoux,Courtedoux,sɛː ĩ po je̞ːr,,,(Je) sais un peu lire,,,,sḕ ĩ pó yēr,Gauchat-1925-480-343_jesais Gauchat-1925-480-344_unpeu Gauchat-1925-480-345_lire,Courtedoux-Gauchat-1925-480-343_jesais-1 Courtedoux-Gauchat-1925-480-344_unpeu-1 Courtedoux-Gauchat-1925-480-345_lire-1
127-Commugny,Commugny,sɛː ɔ̃ pŭ lʲɥiːrɛ͉,,,(Je) sais un peu lire,,,,sḕ ò̃ pʋ̆ l̮ẅīrè̱,Gauchat-1925-480-343_jesais Gauchat-1925-480-344_unpeu Gauchat-1925-480-345_lire,Commugny-Gauchat-1925-480-343_jesais-1 Commugny-Gauchat-1925-480-344_unpeu-1 Commugny-Gauchat-1925-480-345_lire-1
127-Vullierens,Vullierens,se ɔ̃ pŭ je̞ːrə͉,,,(Je) sais un peu lire,,,,sé ò̃ pʋ̆ yērė̱,Gauchat-1925-480-343_jesais Gauchat-1925-480-344_unpeu Gauchat-1925-480-345_lire,Vullierens-Gauchat-1925-480-343_jesais-1 Vullierens-Gauchat-1925-480-344_unpeu-1 Vullierens-Gauchat-1925-480-345_lire-1
127-Arnex,Arnex,se ɔ̃ pu jɛːrɛ͉,,,(Je) sais un peu lire,,,,sé ò̃ pʋ yḕrè̱,Gauchat-1925-480-343_jesais Gauchat-1925-480-344_unpeu Gauchat-1925-480-345_lire,Arnex-Gauchat-1925-480-343_jesais-1 Arnex-Gauchat-1925-480-344_unpeu-1 Arnex-Gauchat-1925-480-345_lire-1
128-Chevroux,Chevroux,nə lu djŭ k a̠ lɑː,,,Je ne le dis qu’à eux,,,,nė lʋ dyʋ̆ k a lā́,Gauchat-1925-480-346_jeneledis Gauchat-1925-480-347_quaeux,Chevroux-Gauchat-1925-480-346_jeneledis-1 Chevroux-Gauchat-1925-480-347_quaeux-1
128-VillarsleTerroir,VillarsleTerroir,jə nə lo̞ː djo̞ː c a̠ la̠ːɔ͉,,,Je ne le dis qu’à eux,,,,yė nė lŏ dyŏ k̮ͭ a lāò̱,Gauchat-1925-480-346_jeneledis Gauchat-1925-480-347_quaeux,VillarsleTerroir-Gauchat-1925-480-346_jeneledis-1 VillarsleTerroir-Gauchat-1925-480-347_quaeux-1
128-Prahins,Prahins,jə nə lə djo̞ː k ă̠ lɔː,,,Je ne le dis qu’à eux,,,,yė nė lė dyŏ k ă lṑ,Gauchat-1925-480-346_jeneledis Gauchat-1925-480-347_quaeux,Prahins-Gauchat-1925-480-346_jeneledis-1 Prahins-Gauchat-1925-480-347_quaeux-1
128-Montpreveyres,Montpreveyres,jë nə lŭ djŭ tʲ ă̠ lø̞ː,,,Je ne le dis qu’à eux,,,,yë nė lʋ̆ dyʋ̆ t̮ ă lœ̄,Gauchat-1925-480-346_jeneledis Gauchat-1925-480-347_quaeux,Montpreveyres-Gauchat-1925-480-346_jeneledis-1 Montpreveyres-Gauchat-1925-480-347_quaeux-1
128-Charnex,Charnex,ĭ nə lə djo̞ː k ă̠ lœ͉͜o,,,Je ne le dis qu’à eux,,,,ĭ nė lė dyŏ k ă lœ̱̀͜ó,Gauchat-1925-480-346_jeneledis Gauchat-1925-480-347_quaeux,Charnex-Gauchat-1925-480-346_jeneledis-1 Charnex-Gauchat-1925-480-347_quaeux-1
128-Roche,Roche,jə nə lə djo̞ː k ă̠ lʲø̞ːr,,,Je ne le dis qu’à eux,,,,yė nė lė dyŏ k ă l̮œ̄r,Gauchat-1925-480-346_jeneledis Gauchat-1925-480-347_quaeux,Roche-Gauchat-1925-480-346_jeneledis-1 Roche-Gauchat-1925-480-347_quaeux-1
128-OrmontDessus,OrmontDessus,nə lə djə tʲɛ̆ ă̠ rˡŭə͉r͉,,,Je ne le dis qu’à eux,,,,nė lė dyė t̮ĕ̀ ă r̍ʋ̆ė̱ṟ,Gauchat-1925-480-346_jeneledis Gauchat-1925-480-347_quaeux,OrmontDessus-Gauchat-1925-480-346_jeneledis-1 OrmontDessus-Gauchat-1925-480-347_quaeux-1
128-ChateaudOex,ChateaudOex,jŭ lɔ̆ djɔ̆ k a̠ lɑ̝ːr͉,,,Je ne le dis qu’à eux,,,,yʋ̆ lŏ̀ dyŏ̀ k a laͦ̄ṟ,Gauchat-1925-480-346_jeneledis Gauchat-1925-480-347_quaeux,ChateaudOex-Gauchat-1925-480-346_jeneledis-1 ChateaudOex-Gauchat-1925-480-347_quaeux-1
128-StGingolph,StGingolph,dzə͉ lə dɪːjə k a̠ lɐu͉,,,Je ne le dis qu’à eux,,,,dzė̱ lė dìyė k a lȧʋ̱,Gauchat-1925-480-346_jeneledis Gauchat-1925-480-347_quaeux,StGingolph-Gauchat-1925-480-346_jeneledis-1 StGingolph-Gauchat-1925-480-347_quaeux-1
128-Collombey,Collombey,nə lə dʒj͉ɔ̆ k ă̠ lʲœ̆,,,Je ne le dis qu’à eux,,,,nė lė djy̱ŏ̀ k ă l̮œ̆̀,Gauchat-1925-480-346_jeneledis Gauchat-1925-480-347_quaeux,Collombey-Gauchat-1925-480-346_jeneledis-1 Collombey-Gauchat-1925-480-347_quaeux-1
128-Champery,Champery,nə lə dʒj͉ɔ̆ k ă̠ lœːy͉,,,Je ne le dis qu’à eux,,,,nė lė djy̱ŏ̀ k ă lœ̄̀u̱,Gauchat-1925-480-346_jeneledis Gauchat-1925-480-347_quaeux,Champery-Gauchat-1925-480-346_jeneledis-1 Champery-Gauchat-1925-480-347_quaeux-1
128-Vaugondry,Vaugondry,nɛ lɔ̆ dʲɔ k a̠ lø,,,Je ne le dis qu’à eux,,,,nè lŏ̀ d̮ò k a lœ́,Gauchat-1925-480-346_jeneledis Gauchat-1925-480-347_quaeux,Vaugondry-Gauchat-1925-480-346_jeneledis-1 Vaugondry-Gauchat-1925-480-347_quaeux-1
128-Martigny,Martigny,lə djö k a̠ː lø̞,,,Je ne le dis qu’à eux,,,,lė dyȯ k ā lœ,Gauchat-1925-480-346_jeneledis Gauchat-1925-480-347_quaeux,Martigny-Gauchat-1925-480-346_jeneledis-1 Martigny-Gauchat-1925-480-347_quaeux-1
128-Orsieres,Orsieres,lʏ̈ diːjʏ͉̈ k a̠ː lœ̆,,,Je ne le dis qu’à eux,,,,lu̇ dīyu̱̇ k ā lœ̆̀,Gauchat-1925-480-346_jeneledis Gauchat-1925-480-347_quaeux,Orsieres-Gauchat-1925-480-346_jeneledis-1 Orsieres-Gauchat-1925-480-347_quaeux-1
128-Lourtier,Lourtier,j o djö k a̠ lʲ͉ø,,,Je ne le dis qu’à eux,,,,y ó dyȯ k a l̆̍œ́,Gauchat-1925-480-346_jeneledis Gauchat-1925-480-347_quaeux,Lourtier-Gauchat-1925-480-346_jeneledis-1 Lourtier-Gauchat-1925-480-347_quaeux-1
128-Fully,Fully,jö lö djö k a̠ː lø̆,,,Je ne le dis qu’à eux,,,,yȯ lȯ dyȯ k ā lœ̆́,Gauchat-1925-480-346_jeneledis Gauchat-1925-480-347_quaeux,Fully-Gauchat-1925-480-346_jeneledis-1 Fully-Gauchat-1925-480-347_quaeux-1
128-Conthey,Conthey,nʊ̆ ɔ̆ dʒjɔ̆ kç͉ɛ̆ ă̠ lø̞,,,Je ne le dis qu’à eux,,,,noͮ̆ ŏ̀ djyŏ̀ kç̱̑ĕ̀ ă lœ,Gauchat-1925-480-346_jeneledis Gauchat-1925-480-347_quaeux,Conthey-Gauchat-1925-480-346_jeneledis-1 Conthey-Gauchat-1925-480-347_quaeux-1
128-Nendaz,Nendaz,dʒ̟jɔ̆ rɛ̃n͉ k a̠ lŭ,,,Je ne le dis qu’à eux,,,,dj͛yŏ̀ rè̃ṉ k a lʋ̆,Gauchat-1925-480-346_jeneledis Gauchat-1925-480-347_quaeux,Nendaz-Gauchat-1925-480-346_jeneledis-1 Nendaz-Gauchat-1925-480-347_quaeux-1
128-Saviese,Saviese,dʒjɔ kɛ a̠ huː,,,Je ne le dis qu’à eux,,,,djyò kè a hʋ̄,Gauchat-1925-480-346_jeneledis Gauchat-1925-480-347_quaeux,Saviese-Gauchat-1925-480-346_jeneledis-1 Saviese-Gauchat-1925-480-347_quaeux-1
128-Ayent,Ayent,lɔ̆ dʒjo̞ː k a̠ lo̞ːr,,,Je ne le dis qu’à eux,,,,lŏ̀ djyŏ k a lŏr,Gauchat-1925-480-346_jeneledis Gauchat-1925-480-347_quaeux,Ayent-Gauchat-1925-480-346_jeneledis-1 Ayent-Gauchat-1925-480-347_quaeux-1
128-Miege,Miege,jɔ̆ lɔ̆ zjɔ̆ k a̠ lŏu͉r,,,Je ne le dis qu’à eux,,,,yŏ̀ lŏ̀ zyŏ̀ k a lŏ́ʋ̱r,Gauchat-1925-480-346_jeneledis Gauchat-1925-480-347_quaeux,Miege-Gauchat-1925-480-346_jeneledis-1 Miege-Gauchat-1925-480-347_quaeux-1
128-Grone,Grone,jɔ̆ lɔ̆ dʒ̟jɔ̆ k a̠ lo̞uk͉,,,Je ne le dis qu’à eux,,,,yŏ̀ lŏ̀ dj͛yŏ̀ k a loʋḵ,Gauchat-1925-480-346_jeneledis Gauchat-1925-480-347_quaeux,Grone-Gauchat-1925-480-346_jeneledis-1 Grone-Gauchat-1925-480-347_quaeux-1
128-LAuberson,LAuberson,dzə nə lə diː k ă̠ lɛr,,,Je ne le dis qu’à eux,,,,dzė nė lė dī k ă lèr,Gauchat-1925-480-346_jeneledis Gauchat-1925-480-347_quaeux,LAuberson-Gauchat-1925-480-346_jeneledis-1 LAuberson-Gauchat-1925-480-347_quaeux-1
128-Evolene,Evolene,lɔ̆ ʒjɔ̆ k ă̠ lo̞ːu͉,,,Je ne le dis qu’à eux,,,,lŏ̀ jyŏ̀ k ă lŏʋ̱,Gauchat-1925-480-346_jeneledis Gauchat-1925-480-347_quaeux,Evolene-Gauchat-1925-480-346_jeneledis-1 Evolene-Gauchat-1925-480-347_quaeux-1
128-Grimentz,Grimentz,jɔ̆ lɔ̆ djɔ̆ k ă̠ lŏu͉,,,Je ne le dis qu’à eux,,,,yŏ̀ lŏ̀ dyŏ̀ k ă lŏ́ʋ̱,Gauchat-1925-480-346_jeneledis Gauchat-1925-480-347_quaeux,Grimentz-Gauchat-1925-480-346_jeneledis-1 Grimentz-Gauchat-1925-480-347_quaeux-1
128-Collex,Collex,də nə lə siːə͉ k a̠ lø,,,Je ne le dis qu’à eux,,,,dė nė lė sīė̱ k a lœ́,Gauchat-1925-480-346_jeneledis Gauchat-1925-480-347_quaeux,Collex-Gauchat-1925-480-346_jeneledis-1 Collex-Gauchat-1925-480-347_quaeux-1
128-Vernier,Vernier,də n lə diːə͉ k ă̠ lø̆,,,Je ne le dis qu’à eux,,,,dė n lė dīė̱ k ă lœ̆́,Gauchat-1925-480-346_jeneledis Gauchat-1925-480-347_quaeux,Vernier-Gauchat-1925-480-346_jeneledis-1 Vernier-Gauchat-1925-480-347_quaeux-1
128-Laconnex,Laconnex,də nə lə ˈdjy̆ k a̠ lœy͉,,,Je ne le dis qu’à eux,,,,dė nė lė dyŭ̩ k a lœ̀u̱,Gauchat-1925-480-346_jeneledis Gauchat-1925-480-347_quaeux,Laconnex-Gauchat-1925-480-346_jeneledis-1 Laconnex-Gauchat-1925-480-347_quaeux-1
128-Veyrier,Veyrier,d i djɔ̆ k ă̠ lø,,,Je ne le dis qu’à eux,,,,d i dyŏ̀ k ă lœ́,Gauchat-1925-480-346_jeneledis Gauchat-1925-480-347_quaeux,Veyrier-Gauchat-1925-480-346_jeneledis-1 Veyrier-Gauchat-1925-480-347_quaeux-1
128-Hermance,Hermance,ðə n ĭ ˈdjy̆ k a̠ lø̞̆,,,Je ne le dis qu’à eux,,,,ẓė n ĭ dyŭ̩ k a lœ̆,Gauchat-1925-480-346_jeneledis Gauchat-1925-480-347_quaeux,Hermance-Gauchat-1925-480-346_jeneledis-1 Hermance-Gauchat-1925-480-347_quaeux-1
128-Semsalves,Semsalves,i nə lə dju tʲɛ a̠ la̠,,,Je ne le dis qu’à eux,,,,i nė lė dyʋ t̮è a la,Gauchat-1925-480-346_jeneledis Gauchat-1925-480-347_quaeux,Semsalves-Gauchat-1925-480-346_jeneledis-1 Semsalves-Gauchat-1925-480-347_quaeux-1
128-Montbovon,Montbovon,lə djɔ tʲ a̠ laː,,,Je ne le dis qu’à eux,,,,lė dyò t̮ a lā̀,Gauchat-1925-480-346_jeneledis Gauchat-1925-480-347_quaeux,Montbovon-Gauchat-1925-480-346_jeneledis-1 Montbovon-Gauchat-1925-480-347_quaeux-1
128-Arconciel,Arconciel,lə djɔ̆ tʲɛ ă̠ la̠ː,,,Je ne le dis qu’à eux,,,,lė dyŏ̀ t̮è ă lā,Gauchat-1925-480-346_jeneledis Gauchat-1925-480-347_quaeux,Arconciel-Gauchat-1925-480-346_jeneledis-1 Arconciel-Gauchat-1925-480-347_quaeux-1
128-Vallorbe,Vallorbe,nə lŭ djŭ k ă̠ lʲŏ,,,Je ne le dis qu’à eux,,,,nė lʋ̆ dyʋ̆ k ă l̮ŏ́,Gauchat-1925-480-346_jeneledis Gauchat-1925-480-347_quaeux,Vallorbe-Gauchat-1925-480-346_jeneledis-1 Vallorbe-Gauchat-1925-480-347_quaeux-1
128-AvrysurMatran,AvrysurMatran,lu djŭ rɛ̃ tʲ a̠ la̠ː,,,Je ne le dis qu’à eux,,,,lʋ dyʋ̆ rè̃ t̮ a lā,Gauchat-1925-480-346_jeneledis Gauchat-1925-480-347_quaeux,AvrysurMatran-Gauchat-1925-480-346_jeneledis-1 AvrysurMatran-Gauchat-1925-480-347_quaeux-1
128-Courtepin,Courtepin,jə lŭ djŭ tʲɛ ă̠ laː,,,Je ne le dis qu’à eux,,,,yė lʋ̆ dyʋ̆ t̮è ă lā̀,Gauchat-1925-480-346_jeneledis Gauchat-1925-480-347_quaeux,Courtepin-Gauchat-1925-480-346_jeneledis-1 Courtepin-Gauchat-1925-480-347_quaeux-1
128-Dompierre,Dompierre,lu dju kjɛ a̠ la̠ːɔ͉,,,Je ne le dis qu’à eux,,,,lʋ dyʋ kyè a lāò̱,Gauchat-1925-480-346_jeneledis Gauchat-1925-480-347_quaeux,Dompierre-Gauchat-1925-480-346_jeneledis-1 Dompierre-Gauchat-1925-480-347_quaeux-1
128-Murist,Murist,nə lə djŭ tʲë a̠ la,,,Je ne le dis qu’à eux,,,,nė lė dyʋ̆ t̮ë a là,Gauchat-1925-480-346_jeneledis Gauchat-1925-480-347_quaeux,Murist-Gauchat-1925-480-346_jeneledis-1 Murist-Gauchat-1925-480-347_quaeux-1
128-Sugiez,Sugiez,jə nə lə ˈdiɔ tʲɛ a̠ lɔː,,,Je ne le dis qu’à eux,,,,yė nė lė di̩ò t̮è a lṑ,Gauchat-1925-480-346_jeneledis Gauchat-1925-480-347_quaeux,Sugiez-Gauchat-1925-480-346_jeneledis-1 Sugiez-Gauchat-1925-480-347_quaeux-1
128-Montalchez,Montalchez,në lə djɔ̆ k ă̠ la̠͜e͉,,,Je ne le dis qu’à eux,,,,në lė dyŏ̀ k ă la͜é̱,Gauchat-1925-480-346_jeneledis Gauchat-1925-480-347_quaeux,Montalchez-Gauchat-1925-480-346_jeneledis-1 Montalchez-Gauchat-1925-480-347_quaeux-1
128-Boudry,Boudry,ĭ n lə diːz k a̠ ʎø,,,Je ne le dis qu’à eux,,,,ĭ n lė dīz k a y̆̍œ́,Gauchat-1925-480-346_jeneledis Gauchat-1925-480-347_quaeux,Boudry-Gauchat-1925-480-346_jeneledis-1 Boudry-Gauchat-1925-480-347_quaeux-1
128-Corcelles,Corcelles,ĭ n lə diːz k a̠ lʲø,,,Je ne le dis qu’à eux,,,,ĭ n lė dīz k a l̮œ́,Gauchat-1925-480-346_jeneledis Gauchat-1925-480-347_quaeux,Corcelles-Gauchat-1925-480-346_jeneledis-1 Corcelles-Gauchat-1925-480-347_quaeux-1
128-Landeron,Landeron,i n lə dië͉s k a̠ jĕ,,,Je ne le dis qu’à eux,,,,i n lė dië̱s k a yĕ́,Gauchat-1925-480-346_jeneledis Gauchat-1925-480-347_quaeux,Landeron-Gauchat-1925-480-346_jeneledis-1 Landeron-Gauchat-1925-480-347_quaeux-1
128-Savagnier,Savagnier,i n lə diːə͉z k ă̠ jø,,,Je ne le dis qu’à eux,,,,i n lė dīė̱z k ă yœ́,Gauchat-1925-480-346_jeneledis Gauchat-1925-480-347_quaeux,Savagnier-Gauchat-1925-480-346_jeneledis-1 Savagnier-Gauchat-1925-480-347_quaeux-1
128-LeSentier,LeSentier,nə lŭ djŭ k ă̠ lă̠ʊ͉,,,Je ne le dis qu’à eux,,,,nė lʋ̆ dyʋ̆ k ă lăʋ̱̀,Gauchat-1925-480-346_jeneledis Gauchat-1925-480-347_quaeux,LeSentier-Gauchat-1925-480-346_jeneledis-1 LeSentier-Gauchat-1925-480-347_quaeux-1
128-CoteauxFees,CoteauxFees,ĭ n lŭ djŭ k a̠ lʲœ̆,,,Je ne le dis qu’à eux,,,,ĭ n lʋ̆ dyʋ̆ k a l̮œ̆̀,Gauchat-1925-480-346_jeneledis Gauchat-1925-480-347_quaeux,CoteauxFees-Gauchat-1925-480-346_jeneledis-1 CoteauxFees-Gauchat-1925-480-347_quaeux-1
128-Noiraigue,Noiraigue,ĭ n lɔ̆ djɔ̆ k ă̠ lœ̆,,,Je ne le dis qu’à eux,,,,ĭ n lŏ̀ dyŏ̀ k ă lœ̆̀,Gauchat-1925-480-346_jeneledis Gauchat-1925-480-347_quaeux,Noiraigue-Gauchat-1925-480-346_jeneledis-1 Noiraigue-Gauchat-1925-480-347_quaeux-1
128-ChauxduMilieu,ChauxduMilieu,i n lə djɔ̆ k a̠ løː,,,Je ne le dis qu’à eux,,,,i n lė dyŏ̀ k a lœ̄́,Gauchat-1925-480-346_jeneledis Gauchat-1925-480-347_quaeux,ChauxduMilieu-Gauchat-1925-480-346_jeneledis-1 ChauxduMilieu-Gauchat-1925-480-347_quaeux-1
128-CerneuxPequignot,CerneuxPequignot,i n lu djŭ k ɛ̆ lŭ,,,Je ne le dis qu’à eux,,,,i n lʋ dyʋ̆ k ĕ̀ lʋ̆,Gauchat-1925-480-346_jeneledis Gauchat-1925-480-347_quaeux,CerneuxPequignot-Gauchat-1925-480-346_jeneledis-1 CerneuxPequignot-Gauchat-1925-480-347_quaeux-1
128-Lamboing,Lamboing,i n lə djɛ k a̠ jœ,,,Je ne le dis qu’à eux,,,,i n lė dyè k a yœ̀,Gauchat-1925-480-346_jeneledis Gauchat-1925-480-347_quaeux,Lamboing-Gauchat-1925-480-346_jeneledis-1 Lamboing-Gauchat-1925-480-347_quaeux-1
128-Orvin,Orvin,i n lə diːə͉ʒ k ɔ lu,,,Je ne le dis qu’à eux,,,,i n lė dīė̱j k ò lʋ,Gauchat-1925-480-346_jeneledis Gauchat-1925-480-347_quaeux,Orvin-Gauchat-1925-480-346_jeneledis-1 Orvin-Gauchat-1925-480-347_quaeux-1
128-Plagne,Plagne,i n lə djɛ̆ʒɛ̆ k ɔ jŭ,,,Je ne le dis qu’à eux,,,,i n lė dyĕ̀jĕ̀ k ò yʋ̆,Gauchat-1925-480-346_jeneledis Gauchat-1925-480-347_quaeux,Plagne-Gauchat-1925-480-346_jeneledis-1 Plagne-Gauchat-1925-480-347_quaeux-1
128-Sombeval,Sombeval,i n lə di k ɔ jyː,,,Je ne le dis qu’à eux,,,,i n lė di k ò yū,Gauchat-1925-480-346_jeneledis Gauchat-1925-480-347_quaeux,Sombeval-Gauchat-1925-480-346_jeneledis-1 Sombeval-Gauchat-1925-480-347_quaeux-1
128-Court,Court,i n lɔ dĭ tx ɔ luː,,,Je ne le dis qu’à eux,,,,i n lò dĭ tc̑ ò lʋ̄,Gauchat-1925-480-346_jeneledis Gauchat-1925-480-347_quaeux,Court-Gauchat-1925-480-346_jeneledis-1 Court-Gauchat-1925-480-347_quaeux-1
128-Vermes,Vermes,i nə l dĭ rɑ̝̃ tʲ ɑ̝̃ luːə͉,,,Je ne le dis qu’à eux,,,,i nė l dĭ raͦ̃ t̮ aͦ̃ lʋ̄ė̱,Gauchat-1925-480-346_jeneledis Gauchat-1925-480-347_quaeux,Vermes-Gauchat-1925-480-346_jeneledis-1 Vermes-Gauchat-1925-480-347_quaeux-1
128-Longirod,Longirod,dzə nə lə diːə͉ k a̠ lœ̆,,,Je ne le dis qu’à eux,,,,dzė nė lė dīė̱ k a lœ̆̀,Gauchat-1925-480-346_jeneledis Gauchat-1925-480-347_quaeux,Longirod-Gauchat-1925-480-346_jeneledis-1 Longirod-Gauchat-1925-480-347_quaeux-1
128-Develier,Develier,i n lə di k ɑ̃ luːə͉,,,Je ne le dis qu’à eux,,,,i n lė di k á̃ lʋ̄ė̱,Gauchat-1925-480-346_jeneledis Gauchat-1925-480-347_quaeux,Develier-Gauchat-1925-480-346_jeneledis-1 Develier-Gauchat-1925-480-347_quaeux-1
128-Cerlatez,Cerlatez,i n lə dĭ k ɑ̃ ˈly̆,,,Je ne le dis qu’à eux,,,,i n lė dĭ k á̃ lŭ̩,Gauchat-1925-480-346_jeneledis Gauchat-1925-480-347_quaeux,Cerlatez-Gauchat-1925-480-346_jeneledis-1 Cerlatez-Gauchat-1925-480-347_quaeux-1
128-Courtedoux,Courtedoux,i n lə dĭ p k ɑ̃ jo̞,,,Je ne le dis qu’à eux,,,,i n lė dĭ p k á̃ yo,Gauchat-1925-480-346_jeneledis Gauchat-1925-480-347_quaeux,Courtedoux-Gauchat-1925-480-346_jeneledis-1 Courtedoux-Gauchat-1925-480-347_quaeux-1
128-Commugny,Commugny,də nə l diː k a̠ lœː,,,Je ne le dis qu’à eux,,,,dė nė l dī k a lœ̄̀,Gauchat-1925-480-346_jeneledis Gauchat-1925-480-347_quaeux,Commugny-Gauchat-1925-480-346_jeneledis-1 Commugny-Gauchat-1925-480-347_quaeux-1
128-Vullierens,Vullierens,nə lɔ dʲɔ̆ k ă̠ lœ̆,,,Je ne le dis qu’à eux,,,,nė lò d̮ŏ̀ k ă lœ̆̀,Gauchat-1925-480-346_jeneledis Gauchat-1925-480-347_quaeux,Vullierens-Gauchat-1925-480-346_jeneledis-1 Vullierens-Gauchat-1925-480-347_quaeux-1
128-Arnex,Arnex,nə lɔ̆ djɔ̆ k ă̠ lœ̆,,,Je ne le dis qu’à eux,,,,nė lŏ̀ dyŏ̀ k ă lœ̆̀,Gauchat-1925-480-346_jeneledis Gauchat-1925-480-347_quaeux,Arnex-Gauchat-1925-480-346_jeneledis-1 Arnex-Gauchat-1925-480-347_quaeux-1
129-Chevroux,Chevroux,jə fjɛr ɔ̃n ɑ̝ːra̠,,,Il frappe une heure,,,,yė fyèr ò̃n aͦ̄ra,Gauchat-1925-480-348_ilfrappe Gauchat-1925-480-349_uneheure,Chevroux-Gauchat-1925-480-348_ilfrappe-1 Chevroux-Gauchat-1925-480-349_uneheure-1
129-VillarsleTerroir,VillarsleTerroir,jə fjɛ ɔ̃n a̠ːɔ͉ra̠,,,Il frappe une heure,,,,yė fyè ò̃n āò̱ra,Gauchat-1925-480-348_ilfrappe Gauchat-1925-480-349_uneheure,VillarsleTerroir-Gauchat-1925-480-348_ilfrappe-1 VillarsleTerroir-Gauchat-1925-480-349_uneheure-1
